Facility Number,F_NAME,HMIS,Province,District,Division,LOCATION,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation
29,NGURUWENI DISP,368,CENTRAL,MARAGUA,KANDARA,GAICHANJIRU,NGURWE-INI,GPS,4,MOH,"(-0.87088, 37.0593)"
31,RUCHU DISP,372,CENTRAL,MARAGUA,KANDARA,ITHIRU,KIIRI,GPS,4,MISS,"(-0.89808, 37.00208)"
32,SABASABA (CATHOLIC ) DISP,3641,CENTRAL,MARAGUA,MAKUYU,KAMAHUHA,SABA SABA,ILRI VILLAGES,4,MISS,"(-0.87, 37.15)"
33,SABASABA SUB HEALTH CENTRE,373,CENTRAL,MARAGUA,MARAGUA,KAHUMBU,KANDANI,GPS,3,MOH,"(-0.87501, 37.1361)"
,TATA HANAH DISP,,CENTRAL,MARAGUA,KIGUMO,KINYONA,KINYONA,DHMT,4,MISS,"(-0.776771, 36.892918)"
1,GACHARAGENI DISP,305,CENTRAL,MURANGA,MATHIOYA,NJUMBI,KIAMUTURI,DDP,4,MOH,"(-0.61184, 36.8478)"
2,GAKURWE DISP,306,CENTRAL,MURANGA,KIHARU,GATURI,GATHUKIINI,1:50000 MAPS,4,MOH,"(-0.627688, 37.0161)"
4,GATANGARA DISP,309,CENTRAL,MURANGA,KANGEMA,KANYENYAINI,KIBUTHA,DHMT,4,MOH,"(-0.7, 36.93)"
5,GATARA DISP,352,CENTRAL,MURANGA,KANGEMA,KIRURI,ICHICHI,DHMT,4,MOH,"(-0.72, 36.86)"
6,GATHAITHI DISP,311,CENTRAL,MURANGA,KAHURO,MURARANDIA,GATHAITHI(MURANGA),DDP,4,MOH,"(-0.740291, 36.8923)"
,GATHERA DISP,,CENTRAL,MURANGA,KANGEMA,IYEGO,GIKUI,,4,MISS,
8,GATHERU DISP,312,CENTRAL,MURANGA,KAHURO,KAHUHIA,GATHERU,1:50000 MAPS,4,MOH,"(-0.728944, 37.0632)"
10,GATURI DISP,313,CENTRAL,MURANGA,KIHARU,GATURI,GEITWA/MUGEKA,GPS,4,MISS,"(-0.64613, 37.10059)"
11,GIKUI DISP,316,CENTRAL,MURANGA,KANGEMA,IYEGO,GIKUI(MURANGA),1:50000 MAPS,4,MOH,"(-0.676591, 37.014)"
12,GITARO DISP,317,CENTRAL,MURANGA,KAHURO,MUGOIRI,GATUNDU(MURANGA),GPS,4,MOH,"(-0.74295, 37.07393)"
14,GITHANGA DISP,4318,CENTRAL,MURANGA,KIHARU,GATURI,GEITWA/MUGEKA,1:50000 MAPS,4,MISS,"(-0.62973, 37.1018)"
16,GITUGI DISP,319,CENTRAL,MURANGA,MATHIOYA,GITUGI,GITUGI(MURANGA),1:50000 MAPS,4,MOH,"(-0.655967, 37.0255)"
17,ICHICHI DISP,322,CENTRAL,MURANGA,KANGEMA,KIRURI,ICHICHI,DDP,4,MOH,"(-0.704469, 36.8387)"
18,IRURI DISP,323,CENTRAL,MURANGA,MATHIOYA,KAMACHARIA,THUITA(MURANGA),1:50000 MAPS,4,MOH,"(-0.596847, 37.028378)"
19,KAGUMOINI DISP,325,CENTRAL,MURANGA,MATHIOYA,KIRU,KAGUMOINI(MURANGA),1:50000 MAPS,4,MOH,"(-0.620072, 36.9821)"
,KAHUHIA ACK DISP,,CENTRAL,MURANGA,KAHURO,KAHUHIA,KIROGO,DHMT,4,MISS,"(-0.71, 37.04)"
21,KAIRO DISP,327,CENTRAL,MURANGA,MATHIOYA,KIRU,KAIRO,1:50000 MAPS,4,MOH,"(-0.610663, 36.8629)"
22,KAMBIRWA DISP,329,CENTRAL,MURANGA,KIHARU,GIKINDU,KAMBIRWA,1:50000 MAPS,4,MOH,"(-0.741239, 37.1921)"
23,KANGEMA HEALTH CENTRE,378,CENTRAL,MURANGA,KANGEMA,MUGURU,GAKIRA,GPS,3,MOH,"(-0.68709, 36.97065)"
24,KANJAMA DISP,2713,CENTRAL,MURANGA,MATHIOYA,KIRU,KANJAMA,1:50000 MAPS,4,MOH,"(-0.619082, 36.9522)"
25,KANYENYAINI DISP,331,CENTRAL,MURANGA,KANGEMA,KANYENYAINI,KANYENYAINI,DDP,4,MOH,"(-0.686016, 36.8829)"
26,KARAHA DISP,4594,CENTRAL,MURANGA,KIHARU,MBIRI,MUCHUNGUCHA,DISTRICT ESTIMATES,4,MISS,"(-0.751234, 37.12342)"
27,KIAMARA DISP,334,CENTRAL,MURANGA,KANGEMA,IYEGO,GACHARAIGU,1:50000 MAPS,4,MOH,"(-0.697581, 37.0636)"
28,KIANGOCHI DISP,335,CENTRAL,MURANGA,KIHARU,MBIRI,MUCHUNGUCHA,1:50000 MAPS,4,MOH,"(-0.760811, 37.118469)"
29,KIANGUNYI MISSION DISP,336,CENTRAL,MURANGA,KANGEMA,MUGURU,WATUHA,GPS,4,MISS,"(-0.69231, 36.98927)"
30,KIBUTHA DISP,337,CENTRAL,MURANGA,KANGEMA,KANYENYAINI,KIBUTHA,1:50000 MAPS,4,MOH,"(-0.698198, 36.91892)"
31,KIGETUINI DISP,338,CENTRAL,MURANGA,KIHARU,GATURI,KIMATHI(MURANGA),1:50000 MAPS,4,MOH,"(-0.673212, 37.162341)"
32,KIHOYA DISP,340,CENTRAL,MURANGA,MATHIOYA,RWATHIA,KIHOYA,1:50000 MAPS,4,MOH,"(-0.648649, 36.88874)"
,KIHURO ACK DISP,,CENTRAL,MURANGA,MATHIOYA,KIRU,KAGUMOINI(MURANGA),DHMT,4,MISS,"(-0.61, 36.97)"
34,KIRIA DISP,344,CENTRAL,MURANGA,KAHURO,MUGOIRI,KIRIA(MURANGA),1:50000 MAPS,4,MOH,"(-0.767812, 37.0672)"
35,KIRIAINI DISP,345,CENTRAL,MURANGA,MATHIOYA,KIRU,KIRIAINI(MURANGA),GPS,4,MOH,"(-0.59941, 36.95155)"
36,KIRIAINI MISS. HOSPITAL,2379,CENTRAL,MURANGA,MATHIOYA,KIRU,KIRIAINI(MURANGA),DDP,1,MISS,"(-0.597467, 36.9482)"
37,KIROGO HEALTH CENTRE,381,CENTRAL,MURANGA,KAHURO,KAHUHIA,KIROGO,GPS,3,MOH,"(-0.71178, 37.02947)"
,MIHUTI DISP,,CENTRAL,MURANGA,MATHIOYA,GITUGI,MIHUTI(MURANGA),DHMT,4,MISS,"(-0.66, 36.96)"
42,MUGEKA HEALTH CENTRE,354,CENTRAL,MURANGA,KIHARU,GATURI,GEITWA/MUGEKA,GPS,3,MOH,"(-0.63969, 37.09145)"
43,MUGOIRI  MISSION DISP,356,CENTRAL,MURANGA,KAHURO,MUGOIRI,KAHURO,GPS,4,MISS,"(-0.74839, 37.02561)"
45,MURANGA DISTRICT HOSPITAL,393,CENTRAL,MURANGA,KIHARU,TOWNSHIP,KARURI(MURANGA),GPS,1,MOH,"(-0.71587, 37.15985)"
46,MURARANDIA DISP,362,CENTRAL,MURANGA,KAHURO,MURARANDIA,MURARANDIA,1:50000 MAPS,4,MOH,"(-0.718632, 36.8958)"
47,MURIRANJAS SUB-DISTRICT HOSP.,394,CENTRAL,MURANGA,KAHURO,MUGOIRI,KAHURO,GPS,1,MOH,"(-0.74315, 36.97306)"
48,NYAKIANGA DISP,369,CENTRAL,MURANGA,MATHIOYA,NJUMBI,NJUMBI,GPS,4,MOH,"(-0.63943, 36.95746)"
49,RWATHIA DISP,2712,CENTRAL,MURANGA,MATHIOYA,RWATHIA,RWATHIA,DDP,4,MOH,"(-0.659602, 36.9328)"
50,TUTHU SUB HEALTH CENTRE,386,CENTRAL,MURANGA,KANGEMA,KIRURI,TUTHU,1:50000 MAPS,3,MOH,"(-0.6667, 36.831081)"
51,WAHUNDURA DISP,3398,CENTRAL,MURANGA,MATHIOYA,KAMACHARIA,KAMUNE,DISTRICT ESTIMATES,4,MOH,"(-0.591234, 36.98123)"
52,WANJENGI DISP,375,CENTRAL,MURANGA,KAHURO,WEITHAGA,WANJENGI,1:50000 MAPS,4,MOH,"(-0.724185, 37.0117)"
53,WANJERERE DISP,374,CENTRAL,MURANGA,MATHIOYA,RWATHIA,WANJERERE,1:50000 MAPS,4,MOH,"(-0.651234, 36.84123)"
54,WEITHAGA DISP,3396,CENTRAL,MURANGA,KAHURO,WEITHAGA,KAHUTI,GPS,4,MISS,"(-0.71253, 36.97671)"
64,AIC MUKEU DISP,,CENTRAL,NYANDARUA,SOUTH KINANGOP,NYAKIO,MUKEU(NYANDA),SUBLOC CENTROID,4,MISS,"(-0.767321, 36.627174)"
1,BAARI DISP,166,CENTRAL,NYANDARUA,NDARAGWA,LESHAU,KARAGOINI,DDP,4,MOH,"(-0.002742, 36.4433)"
2,BAMBOO DISP,3940,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,MATURA(S. KINANGOP),DDP,4,MOH,"(-0.833952, 36.5714)"
3,ENGINEER HEALTH CENTRE,398,CENTRAL,NYANDARUA,NORTH KINANGOP,ENGINEER,GATHARA,DDP,3,MOH,"(-0.610526, 36.5919)"
4,GETA BUSH DISP,399,CENTRAL,NYANDARUA,KIPIPIRI,WANJOHI,WANJOHI,DDP,4,MOH,"(-0.35786, 36.5604)"
5,GETA FOREST DISP,400,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,NANDARASI,DDP,4,MOH,"(-0.486639, 36.628)"
6,HENI DISP,402,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,KARATI(NYANDARUA),DDP,4,MOH,"(-0.801432, 36.5669)"
23,HOLY FAMILY CATHOLIC DISP,3603,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,MURICHO,DDP,4,MISS,"(-0.030709, 36.5467)"
8,KAHEMBE DISP,4506,CENTRAL,NYANDARUA,NDARAGWA,MATHINGIRA,NDIVAI,DDP,4,MOH,"(0.039534, 36.4771)"
,KAIMBAGA DISP,,CENTRAL,NYANDARUA,OL KALOU,RURII,RURII,DHMT,4,MOH,"(-0.210357, 36.419674)"
9,KARANGATHA HEALTH CENTRE,427,CENTRAL,NYANDARUA,SOUTH KINANGOP,NYAKIO,KARANGATHA,DDP,3,MOH,"(-0.78127, 36.6182)"
10,KENTON GITWE DISP,3281,CENTRAL,NYANDARUA,SOUTH KINANGOP,MAGUMU,GITWE(NYANDARUA),DDP,4,MOH,"(-0.882732, 36.5649)"
11,KIHINGO CATHOLIC DISP,4542,CENTRAL,NYANDARUA,KIPIPIRI,GETA,MAKUMBI,ILRI MKT CENTRES,4,MISS,"(-0.421866, 36.569856)"
12,KIRIMA DISP,403,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,KIRIMA(NYANDARUA),DDP,4,MOH,"(-0.186805, 36.4765)"
13,LESHAU PONDO HEALTH CENTRE,428,CENTRAL,NYANDARUA,OL JORO OROK,WERU,GATUMBIRO(NYAND),1:50000 MAPS,3,MOH,"(-0.092321, 36.421123)"
15,MAINA & MWANGI HEALTH CENTRE,429,CENTRAL,NYANDARUA,OL JORO OROK,OL JORO OROK,NYAIROKO,DDP,3,MOH,"(-0.144529, 36.3269)"
16,MAINA VILLAGE DISP,3211,CENTRAL,NYANDARUA,NDARAGWA,KIRIITA,SHAURI,1:50000 MAPS,4,MOH,"(0.062321, 36.432321)"
17,MANUNGA DISP,404,CENTRAL,NYANDARUA,KIPIPIRI,WANJOHI,WANJOHI,DDP,4,MOH,"(-0.35786, 36.4953)"
18,MAWINGU DISP,,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,MAWINGO(NYANDA),DDP,4,MOH,"(-0.34225, 36.3223)"
19,MIRANGINE HEALTH CENTRE,431,CENTRAL,NYANDARUA,OL KALOU,NDUNDORI,MELANGINE,DDP,3,MOH,"(-0.206317, 36.254)"
21,MURUNGARU DISP,405,CENTRAL,NYANDARUA,NORTH KINANGOP,ENGINEER,MURUNGARU,DDP,4,MOH,"(-0.605662, 36.4882)"
22,MUTARAKWA DISP,406,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KINJA,DDP,4,MOH,"(-0.565601, 36.6279)"
,NANDARASI DISP,,CENTRAL,NYANDARUA,NORTH KINANGOP,NORTH KINANGOP,KITIRI,DHMT,4,MOH,"(-0.525748, 36.61817)"
24,NDARAGWA HEALTH CENTRE,407,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,MURICHO,DDP,3,MOH,"(-0.040465, 36.5441)"
25,NDEMI DISP,408,CENTRAL,NYANDARUA,KIPIPIRI,MALEWA,NDEMI,DDP,4,MOH,"(-0.338998, 36.4413)"
28,NEW MAWINGO DISP,409,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,MAWINGO(NYANDA),1:50000 MAPS,4,MOH,"(-0.312321, 36.332321)"
29,NEW TUMAINI DISP,,CENTRAL,NYANDARUA,OL KALOU,TUMAINI,KANJUIRI,1:50000 MAPS,4,MOH,"(-0.342321, 36.292321)"
30,NGANO H C,410,CENTRAL,NYANDARUA,OL JORO OROK,GATANJE,NGANO,DDP,3,MOH,"(-0.095749, 36.2833)"
31,NGORIKA DISP,412,CENTRAL,NYANDARUA,OL KALOU,NGORIKA,NGORIKA,DDP,4,MOH,"(-0.313633, 36.23)"
32,NJABINI CATHOLIC DISP,413,CENTRAL,NYANDARUA,SOUTH KINANGOP,NJABINI,KIBURU,DDP,4,MISS,"(-0.734441, 36.669)"
33,NJABINI HEALTH CENTRE,432,CENTRAL,NYANDARUA,SOUTH KINANGOP,NJABINI,KIBURU,DDP,3,MOH,"(-0.721433, 36.6657)"
34,NORTH KINANGOP CATHOLIC HOSPITAL,436,CENTRAL,NYANDARUA,NORTH KINANGOP,ENGINEER,GATHARA,HD MAPS,1,MISS,"(-0.5992, 36.5833)"
36,NYAHURURU CATHOLIC MISSION DISP,397,CENTRAL,NYANDARUA,OL JORO OROK,GATIMU,GIKINGI,ILRI MKT CENTRES,4,MISS,"(0.013654, 36.359734)"
37,NYAHURURU DISTRICT HOSPITAL,437,CENTRAL,NYANDARUA,OL JORO OROK,GATIMU,GIKINGI,DDP,1,MOH,"(0.023274, 36.3418)"
38,NYS TUMAINI DISP,3361,CENTRAL,NYANDARUA,OL KALOU,TUMAINI,KANJUIRI,DDP,4,MOH,"(-0.283714, 36.269)"
39,OL JORO OROK CATHOLIC DISP,3634,CENTRAL,NYANDARUA,OL JORO OROK,OL JORO OROK,LESIRKO,DDP,4,MISS,"(-0.099001, 36.3535)"
40,OL'BOROSAT DISP,414,CENTRAL,NYANDARUA,OL JORO OROK,GATANJE,GATHANJE,DDP,4,MOH,"(-0.046969, 36.3483)"
41,OLD MAWINGO DISP,415,CENTRAL,NYANDARUA,KIPIPIRI,KIPIPIRI,MIHARATI,DDP,4,MOH,"(-0.405989, 36.5213)"
42,OL'KALOU DISTRICT HOSPITAL,438,CENTRAL,NYANDARUA,OL KALOU,OL KALOU,MUNYEKI,HD MAPS,1,MOH,"(-0.2707, 36.3735)"
68,PASSENGA CATHOLIC DISP,4546,CENTRAL,NYANDARUA,OL KALOU,RURII,PASSENGA,SUBLOC CENTROID,4,MISS,"(-0.219369, 36.32708)"
43,PESI DISP,416,CENTRAL,NYANDARUA,NDARAGWA,SHAMATA,PESI(NYANDARUA),DDP,4,MOH,"(-0.123716, 36.5792)"
44,SHAMATA DISP,417,CENTRAL,NYANDARUA,NATIONAL PARK,NATIONAL PARK,MT. KENYA N. PARK,DDP,4,MOH,"(-0.248593, 36.5649)"
45,SILIBWET DISP,418,CENTRAL,NYANDARUA,OL JORO OROK,GATANJE,SILIBWET(NYANDA),DDP,4,MOH,"(-0.043717, 36.2833)"
20,ST MATTHEWS AND SARAH CATHOLIC DISP,4356,CENTRAL,NYANDARUA,OL KALOU,NDUNDORI,MELANGINE,SUBLOC CENTROID,4,MISS,"(-0.217278, 36.250195)"
,ST. MARY'S DISP,,CENTRAL,NYANDARUA,OL KALOU,NGORIKA,NGORIKA,DHMT,4,MISS,"(-0.303998, 36.239229)"
48,SUBUKU DISP,420,CENTRAL,NYANDARUA,NDARAGWA,KANYAGIA,KANYAGIA,DDP,4,MOH,"(-0.0977, 36.4621)"
49,TUMAINI DISP,423,CENTRAL,NYANDARUA,OL KALOU,TUMAINI,KANJUIRI,DDP,4,MOH,"(-0.271357, 36.2638)"
50,TURASHA DISP,424,CENTRAL,NYANDARUA,KIPIPIRI,LERESHWA,KIRIKO(NYANDARUA),DDP,4,MOH,"(-0.447615, 36.4426)"
51,URUKU DISP,425,CENTRAL,NYANDARUA,NDARAGWA,KAHUTHA,URUKU(NYANDARUA),DDP,4,MOH,"(0.03238, 36.5779)"
52,WANJOHI HEALTH CENTRE,434,CENTRAL,NYANDARUA,KIPIPIRI,WANJOHI,GATONDO,DDP,3,MOH,"(-0.307129, 36.5122)"
53,WERU DISP,426,CENTRAL,NYANDARUA,SOUTH KINANGOP,NJABINI,MURUAKI,DDP,4,MOH,"(-0.681759, 36.5747)"
1,AGUTHI DISP,440,CENTRAL,NYERI,TETU,AGUTHI,GITITU,1:50000 MAPS,4,MOH,"(-0.501352, 37.020721)"
2,AMBONI DISP,441,CENTRAL,NYERI,KIENI WEST,MWEIGA,AMBONI,1:50000 MAPS,4,MOH,"(-0.331019, 36.874537)"
3,BELLEVUE SUB HEALTH CENTRE,442,CENTRAL,NYERI,KIENI WEST,GATARAKWA,KAMARIKI,1:50000 MAPS,4,MOH,"(-0.221133, 36.781122)"
4,BURGURET DISP,,CENTRAL,NYERI,KIENI EAST,GAKAWA,GITHIMA(NYERI),1:50000 MAPS,4,MOH,"(-0.111224, 37.0)"
5,CHEHE DISP,444,CENTRAL,NYERI,MATHIRA,IRIA-INI,CHEHE,1:50000 MAPS,4,MOH,"(-0.440991, 37.173874)"
6,CONSOLATA HOSPITAL MATHARI,496,CENTRAL,NYERI,MUNICIPALITY,MUKARO,MATHARI,GPS,1,MISS,"(-0.41129, 36.91898)"
7,EMBARINGO DISP,3159,CENTRAL,NYERI,KIENI WEST,GATARAKWA,EMBARINGO,1:50000 MAPS,4,MOH,"(-0.281144, 36.682213)"
8,ENDARASHA HEALTH CENTRE,509,CENTRAL,NYERI,KIENI WEST,ENDARASHA,ENDARASHA,1:50000 MAPS,3,MOH,"(-0.307348, 36.7948)"
9,GACHIKA DISP,3158,CENTRAL,NYERI,MUNICIPALITY,KIGANJO,GACHIKA(NYERI),1:50000 MAPS,4,MOH,"(-0.429054, 37.026577)"
10,GAKAWA DISP,3364,CENTRAL,NYERI,KIENI EAST,GAKAWA,KAHURURA,1:50000 MAPS,4,MOH,"(-0.041123, 37.08)"
11,GATEI DISP,445,CENTRAL,NYERI,MATHIRA,MAGUTU,GATEI(NYERI),1:50000 MAPS,4,MOH,"(-0.399909, 37.148198)"
12,GATHIURU DISP,446,CENTRAL,NYERI,KIENI EAST,GAKAWA,GATHIURU,1:50000 MAPS,4,MOH,"(-0.07432, 37.031124)"
13,GATHUTHI DISP,3809,CENTRAL,NYERI,TETU,THEGENGE,GATHUTHI,DISTRICT ESTIMATES,4,MISS,"(-0.48214, 36.90123)"
14,GATITU DISP,447,CENTRAL,NYERI,TETU,GAAKI,MUTATHIINI,1:50000 MAPS,4,MOH,"(-0.457437, 36.9919)"
15,GATONDO DISP,4578,CENTRAL,NYERI,MATHIRA,IRIA-INI,KIAMWANGI,1:50000 MAPS,4,MOH,"(-0.43333, 37.16667)"
16,GIATHENGE DISP,3561,CENTRAL,NYERI,OTHAYA,KARIMA,GURA,1:50000 MAPS,4,MOH,"(-0.532145, 36.975528)"
17,GICHICHI SUB HEALTH CENTRE,489,CENTRAL,NYERI,OTHAYA,CHINGA,GICHICHE(NYERI),GPS,3,MOH,"(-0.57562, 36.92429)"
18,GICHIRA HEALTH CENTRE,449,CENTRAL,NYERI,TETU,AGUTHI,GICHIRA,1:50000 MAPS,3,MOH,"(-0.471847, 37.019369)"
19,GIKONDI DISP,490,CENTRAL,NYERI,MUKURWE-INI,GIKONDI,KIIRUNGI,DISTRICT ESTIMATES,4,MISS,"(-0.57123, 37.03231)"
20,GITUGI DISP,450,CENTRAL,NYERI,OTHAYA,MAHIGA,GITUGI(NYERI),1:50000 MAPS,4,MOH,"(-0.517025, 36.8629)"
21,GITUNDUTI CATHOLIC DISP,4371,CENTRAL,NYERI,MATHIRA,MAGUTU,GITUNDUTI,DISTRICT ESTIMATES,4,MISS,"(-0.39132, 37.13234)"
22,GUMBA DISP,451,CENTRAL,NYERI,MUKURWE-INI,RUTUNE,NGAMWA,1:50000 MAPS,4,MOH,"(-0.619394, 37.125226)"
23,HOMBE DISP,452,CENTRAL,NYERI,MATHIRA,RUGURU,SAGANA(NYERI),1:50000 MAPS,4,MOH,"(-0.354505, 37.08784)"
24,HOMEBASED DISP,,CENTRAL,NYERI,MATHIRA,KARATINA,CHERU,GPS,4,MOH,"(-0.47851, 37.12657)"
25,ICHAMARA DISP,453,CENTRAL,NYERI,MUKURWE-INI,GITHI,ICHAMARA,GPS,4,MOH,"(-0.54258, 37.07877)"
26,IHURIRIO DISP,454,CENTRAL,NYERI,OTHAYA,IRIA-INI,IHURIRIO,1:50000 MAPS,4,MOH,"(-0.554411, 36.883322)"
27,IHURURU DISP,455,CENTRAL,NYERI,TETU,MAHOYA,IHURURU,1:50000 MAPS,4,MOH,"(-0.412186, 36.8907)"
28,ISLAND FARM DISP,456,CENTRAL,NYERI,KIENI EAST,NAROMORU,RONGAI(NYERI),1:50000 MAPS,4,MOH,"(-0.21134, 37.061123)"
29,ITIATI DISP,3145,CENTRAL,NYERI,MATHIRA,KONYU,ITIATI,1:50000 MAPS,4,MOH,"(-0.40991, 37.107207)"
30,ITUNDU DISP,3154,CENTRAL,NYERI,MATHIRA,IRIA-INI,CHEHE,1:50000 MAPS,4,MOH,"(-0.406532, 37.18378)"
31,KABAGE DISP,457,CENTRAL,NYERI,TETU,MAHOYA,KABAGE,1:50000 MAPS,4,MOH,"(-0.402778, 36.8239)"
32,KAGERE DISP,3151,CENTRAL,NYERI,OTHAYA,MAHIGA,KAMOKO,1:50000 MAPS,4,MOH,"(-0.516129, 36.9261)"
33,KAGICHA DISP,4575,CENTRAL,NYERI,OTHAYA,CHINGA,MUMBUINI,1:50000 MAPS,4,MOH,"(-0.600901, 36.902253)"
34,KAHETI DISP,503,CENTRAL,NYERI,MUKURWE-INI,MUHITO,MUNYU(MUKURWEINI),DISTRICT ESTIMATES,4,MISS,"(-0.52123, 37.06232)"
35,KAHURURA DISP,458,CENTRAL,NYERI,KIENI EAST,GAKAWA,KAHURURA,1:50000 MAPS,4,MOH,"(-0.052703, 37.114415)"
36,KAIRUTHI DISP,4372,CENTRAL,NYERI,OTHAYA,IRIA-INI,KAIRUTHI(IRIANI),1:50000 MAPS,4,MOH,"(-0.532433, 36.882433)"
37,KAMBURAINI DISP,3149,CENTRAL,NYERI,KIENI EAST,GAKAWA,KAHURURA,1:50000 MAPS,4,MOH,"(-0.052703, 37.114415)"
38,KAMOKO SUB HEALTH CENTRE,459,CENTRAL,NYERI,OTHAYA,MAHIGA,KAMOKO,1:50000 MAPS,3,MOH,"(-0.514689, 36.931145)"
39,KARABA DISP,460,CENTRAL,NYERI,MUKURWE-INI,GIKONDI,KARABA(NYERI),1:50000 MAPS,4,MOH,"(-0.628829, 37.103604)"
40,KARATINA MISSION DISP,461,CENTRAL,NYERI,MATHIRA,KARATINA,MUTHUA,GPS,4,MISS,"(-0.47896, 37.12141)"
41,KARATINA SUB-DISTRICT HOSPITAL,495,CENTRAL,NYERI,MATHIRA,KARATINA,CHERU,GPS,1,MOH,"(-0.47339, 37.12943)"
42,KAREMENO DISP,3146,CENTRAL,NYERI,KIENI WEST,MUGUNDA,KAREMENO,1:50000 MAPS,4,MOH,"(-0.12324, 36.781123)"
43,KARIKO DISP,462,CENTRAL,NYERI,OTHAYA,CHINGA,GIKIGIE,1:50000 MAPS,4,MISS,"(-0.578853, 36.8875)"
44,KARIMA DISP,463,CENTRAL,NYERI,OTHAYA,KARIMA,GURA,DISTRICT ESTIMATES,4,MISS,"(-0.52123, 36.98231)"
45,KIAGUTHU DISP,3152,CENTRAL,NYERI,OTHAYA,CHINGA,KIAGUTHU(CHINGA),1:50000 MAPS,4,MOH,"(-0.590991, 36.946396)"
46,KIAMUYA DISP,4373,CENTRAL,NYERI,OTHAYA,CHINGA,KAGONGO(NYERI),1:50000 MAPS,4,MOH,"(-0.576577, 36.935586)"
47,KIANDONGORO DISP,464,CENTRAL,NYERI,TETU,TETU,KIRURUMI,1:50000 MAPS,4,MOH,"(-0.451351, 36.83784)"
48,KIGANJO MARKET DISP,466,CENTRAL,NYERI,MUNICIPALITY,KIGANJO,KIGANJO(NYERI),1:50000 MAPS,4,MOH,"(-0.37923, 37.00315)"
49,KIHUYO DISP,4374,CENTRAL,NYERI,MUNICIPALITY,MUKARO,KIHUYO,1:50000 MAPS,4,MOH,"(-0.381122, 36.911123)"
50,KINUNGA HEALTH CENTRE,491,CENTRAL,NYERI,TETU,TETU,KIGOGOINI,1:50000 MAPS,3,MOH,"(-0.441123, 36.89)"
51,KIRURUMI DISP,3148,CENTRAL,NYERI,TETU,TETU,KIRURUMI,1:50000 MAPS,4,MOH,"(-0.435484, 36.8544)"
52,MAGUTU MISSION DISP,468,CENTRAL,NYERI,MATHIRA,MAGUTU,GAIKUYU,ILRI VILLAGES,4,MISS,"(-0.42, 37.13)"
53,MAHIGA  MISSION DISP,27,CENTRAL,NYERI,OTHAYA,MAHIGA,KAMOKO,DISTRICT ESTIMATES,4,MISS,"(-0.512321, 36.91523)"
54,MARY IMMACULATE HOSP. MWEIGA,1694,CENTRAL,NYERI,KIENI WEST,MWEIGA,KAMATONGU,HD MAPS,1,MISS,"(-0.31667, 36.9)"
55,MERE DISP,469,CENTRAL,NYERI,KIENI EAST,KIAMATHAGE,MIRICHO,1:50000 MAPS,4,MOH,"(-0.131124, 37.04213)"
56,MIHUTI DISP,470,CENTRAL,NYERI,MUKURWE-INI,GIATHUGU,MIHUTI(NYERI),1:50000 MAPS,4,MOH,"(-0.565766, 37.07748)"
57,MT. KENYA HOSPITAL,497,CENTRAL,NYERI,MUNICIPALITY,MUKARO,MAJENGO(NYERI),GPS,1,MOH,"(-0.42414, 36.93414)"
58,MUGUNDA DISP,471,CENTRAL,NYERI,KIENI WEST,ENDARASHA,GAKANGA,1:50000 MAPS,4,MOH,"(-0.30123, 36.71123)"
59,MUKURWENI SUB-DISTRICT HOSP.,498,CENTRAL,NYERI,MUKURWE-INI,MUHITO,GATURIA,GPS,1,MOH,"(-0.55924, 37.04464)"
60,MURERU DISP,3150,CENTRAL,NYERI,KIENI EAST,GAKAWA,GITHIMA(NYERI),1:50000 MAPS,4,MOH,"(-0.123874, 37.02793)"
61,MUTHUTHI-INI DISP,3810,CENTRAL,NYERI,MUKURWE-INI,GIKONDI,MUTHUTHIINI,1:50000 MAPS,4,MOH,"(-0.593694, 37.053153)"
62,MWERU DISPENSARY,507,CENTRAL,NYERI,MUKURWE-INI,GIATHUGU,MWERU(NYERI),DISTRICT ESTIMATES,4,MOH,"(-0.602321, 37.10231)"
63,NAIROBI DISP,472,CENTRAL,NYERI,KIENI EAST,THIGU,THIRIGITU,1:50000 MAPS,4,MOH,"(-0.317568, 37.01082)"
64,NARO MORU CATHOLIC DISP,3141,CENTRAL,NYERI,KIENI EAST,NAROMORU,NAROMORU,DISTRICT ESTIMATES,4,MISS,"(-0.17421, 37.03124)"
65,NARO MORU SUB HEALTH CENTRE,474,CENTRAL,NYERI,KIENI EAST,NAROMORU,NAROMORU,1:50000 MAPS,3,MOH,"(-0.16667, 37.02027)"
66,NDATHI DISP,476,CENTRAL,NYERI,KIENI EAST,KABARU,NDATHI,1:50000 MAPS,4,MOH,"(-0.301354, 37.11982)"
